10 37.98 50
15 67.59 89
20 99.55 154
25 132.85 198
30 169.15 209
35 207.57 259
40 244.45 310
45 291.09 420
50 330.81 499
55 369.39 457
60 409.02 492
65 453.99 590
70 499.43 645
75 547.79 674
80 586.93 720
85 644.86 870
90 692.54 962
95 741.89 960
100 780.35 925
105 852.28 1067
110 892.68 1136
115 930.09 1182
120 991.72 1217
125 1025.26 1361
130 1090.18 1516
135 1136.73 1390
140 1189.52 1450
145 1261.73 1527
150 1295.18 1487
155 1359.73 1553
160 1396.91 1788
165 1465.39 1741
170 1520.48 2114
175 1577.8 2152
180 1620.83 2100
185 1676.55 2025
190 1733.99 2110
195 1769.09 2093
200 1833.18 2280
205 1882.58 2327
210 1950.33 2577
215 2013.36 2424
220 2059.9 2509
225 2124.97 2521
230 2173.31 2639
235 2209.49 2616
240 2306.91 2897
245 2317.55 2651
250 2416.35 2843
255 2454.64 2927
260 2503.28 2806
265 2600.49 3515
270 2621.22 3443
275 2691.46 3242
280 2749.36 3235
285 2831.79 3338
290 2886.04 3374
295 2963.26 3542
300 3004.64 3450
305 3045.84 3774
310 3076.18 3797
315 3144.32 3625
320 3233.35 3821
325 3311.18 3834
330 3351.65 4115
335 3405.91 4003
340 3464.38 4132
345 3528.53 4550
350 3582.41 4096
355 3666.08 4252
360 3738.79 4377
365 3738.45 4958
370 3844.1 4474
375 3908.01 4651
380 3984.41 4683
385 4041.82 5173
390 4089.17 4625
395 4159.56 4998
400 4227.51 4958
405 4252.27 5021
410 4349.6 5382
415 4399.54 5138
420 4492.06 5446
425 4513.9 5232
430 4631.48 5377
435 4645.69 5522
440 4771.62 5825
445 4769.47 5685
450 4811.12 5534
455 4917.93 5758
460 5010.75 5983
465 5004.34 5873
470 5083.08 5752
475 5161.74 5888
480 5252.16 6308
485 5299.5 6174
490 5375.08 6452
495 5479.04 6513
500 5457.12 6135
505 5496.35 6490
510 5574.33 6651
515 5751.93 6905
520 5754.2 6660
525 5837.57 6857
530 5864.1 6999
535 5889.53 6909
540 5995.47 6805
545 6145.48 7399
550 6140.59 7124
555 6282.87 7740
560 6242.8 7226
565 6350.71 7226
570 6444.07 7320
575 6430.72 7394
580 6512.74 7697
585 6612.63 7805
590 6631.12 7547
595 6687.96 7677
600 6853.19 8143
605 6877.61 8142
610 6932.49 8232
615 7030.62 8094
620 7148.83 8662
625 7162.5 8408
630 7239.06 8664
635 7299.09 8542
640 7394.03 9122
645 7431.12 9055
650 7490.5 8478
655 7492.66 8699
660 7618.31 9236
665 7691.97 9118
670 7727.11 8929
675 7762.4 9103
680 7948.96 9347
685 8067.46 9464
690 8072.94 10000
695 8221.1 9680
700 8077.36 9545
705 8191.67 9542
710 8317.39 9863
715 8353.88 10060
720 8404.15 9788
725 8609.65 10229
730 8532.96 11096
735 8564.09 10320
740 8735.75 10481
745 8874.53 10030
750 8813.38 10508
755 8907.01 10378
760 8990.73 10535
765 9024.71 10358
770 9229.16 11428
775 9347.83 10866
780 9268.55 10643
785 9293.79 11077
790 9511.23 10954
795 9531.37 11815
800 9494.18 11706
805 9713.5 11111
810 9738.55 12051
815 9730.74 11497
820 9914.22 11387
825 9876.23 11670
830 9978.56 12482
835 10028.4 12806
840 10100.3 11899
845 10184.7 12297
850 10233.8 11874
855 10290.3 12352
860 10347 11771
865 10380.8 12311
870 10508.2 12097
875 10555.6 12545
880 10717.5 12480
885 10788.4 12864
890 10803.2 13147
895 10840 12182
900 10997 12716
905 11050.6 14291
910 11102.6 12204
915 11295.7 13291
920 11336.6 12939
925 11191.4 12775
930 11446.5 13872
935 11489.6 13080
940 11459.5 13983
945 11584.1 13360
950 11635.4 14146
955 11768.1 14195
960 11859.1 13929
965 11860 14522
970 11908.1 13390
975 12035.5 14257
980 12043 13517
985 12248.4 14013
990 12238.9 14011
995 12243 14349
1000 12370.6 14133
