10 45 45
15 105 105
20 190 190
25 300 300
30 435 435
35 595 595
40 780 780
45 990 990
50 1225 1225
55 1485 1485
60 1770 1770
65 2080 2080
70 2415 2415
75 2775 2775
80 3160 3160
85 3570 3570
90 4005 4005
95 4465 4465
100 4950 4950
105 5460 5460
110 5995 5995
115 6555 6555
120 7140 7140
125 7750 7750
130 8385 8385
135 9045 9045
140 9730 9730
145 10440 10440
150 11175 11175
155 11935 11935
160 12720 12720
165 13530 13530
170 14365 14365
175 15225 15225
180 16110 16110
185 17020 17020
190 17955 17955
195 18915 18915
200 19900 19900
205 20910 20910
210 21945 21945
215 23005 23005
220 24090 24090
225 25200 25200
230 26335 26335
235 27495 27495
240 28680 28680
245 29890 29890
250 31125 31125
255 32385 32385
260 33670 33670
265 34980 34980
270 36315 36315
275 37675 37675
280 39060 39060
285 40470 40470
290 41905 41905
295 43365 43365
300 44850 44850
305 46360 46360
310 47895 47895
315 49455 49455
320 51040 51040
325 52650 52650
330 54285 54285
335 55945 55945
340 57630 57630
345 59340 59340
350 61075 61075
355 62835 62835
360 64620 64620
365 66430 66430
370 68265 68265
375 70125 70125
380 72010 72010
385 73920 73920
390 75855 75855
395 77815 77815
400 79800 79800
405 81810 81810
410 83845 83845
415 85905 85905
420 87990 87990
425 90100 90100
430 92235 92235
435 94395 94395
440 96580 96580
445 98790 98790
450 101025 101025
455 103285 103285
460 105570 105570
465 107880 107880
470 110215 110215
475 112575 112575
480 114960 114960
485 117370 117370
490 119805 119805
495 122265 122265
500 124750 124750
505 127260 127260
510 129795 129795
515 132355 132355
520 134940 134940
525 137550 137550
530 140185 140185
535 142845 142845
540 145530 145530
545 148240 148240
550 150975 150975
555 153735 153735
560 156520 156520
565 159330 159330
570 162165 162165
575 165025 165025
580 167910 167910
585 170820 170820
590 173755 173755
595 176715 176715
600 179700 179700
605 182710 182710
610 185745 185745
615 188805 188805
620 191890 191890
625 195000 195000
630 198135 198135
635 201295 201295
640 204480 204480
645 207690 207690
650 210925 210925
655 214185 214185
660 217470 217470
665 220780 220780
670 224115 224115
675 227475 227475
680 230860 230860
685 234270 234270
690 237705 237705
695 241165 241165
700 244650 244650
705 248160 248160
710 251695 251695
715 255255 255255
720 258840 258840
725 262450 262450
730 266085 266085
735 269745 269745
740 273430 273430
745 277140 277140
750 280875 280875
755 284635 284635
760 288420 288420
765 292230 292230
770 296065 296065
775 299925 299925
780 303810 303810
785 307720 307720
790 311655 311655
795 315615 315615
800 319600 319600
805 323610 323610
810 327645 327645
815 331705 331705
820 335790 335790
825 339900 339900
830 344035 344035
835 348195 348195
840 352380 352380
845 356590 356590
850 360825 360825
855 365085 365085
860 369370 369370
865 373680 373680
870 378015 378015
875 382375 382375
880 386760 386760
885 391170 391170
890 395605 395605
895 400065 400065
900 404550 404550
905 409060 409060
910 413595 413595
915 418155 418155
920 422740 422740
925 427350 427350
930 431985 431985
935 436645 436645
940 441330 441330
945 446040 446040
950 450775 450775
955 455535 455535
960 460320 460320
965 465130 465130
970 469965 469965
975 474825 474825
980 479710 479710
985 484620 484620
990 489555 489555
995 494515 494515
1000 499500 499500
